county_fips,in.county,county_name,state_name,county_state_name
30015,G3000150,Chouteau County,Montana,"Chouteau County, Montana"
30017,G3000170,Custer County,Montana,"Custer County, Montana"
30019,G3000190,Daniels County,Montana,"Daniels County, Montana"
30021,G3000210,Dawson County,Montana,"Dawson County, Montana"
30023,G3000230,Deer Lodge County,Montana,"Deer Lodge County, Montana"
30025,G3000250,Fallon County,Montana,"Fallon County, Montana"
30027,G3000270,Fergus County,Montana,"Fergus County, Montana"
30029,G3000290,Flathead County,Montana,"Flathead County, Montana"
30031,G3000310,Gallatin County,Montana,"Gallatin County, Montana"
30033,G3000330,Garfield County,Montana,"Garfield County, Montana"
30035,G3000350,Glacier County,Montana,"Glacier County, Montana"
30037,G3000370,Golden Valley County,Montana,"Golden Valley County, Montana"
30039,G3000390,Granite County,Montana,"Granite County, Montana"
30041,G3000410,Hill County,Montana,"Hill County, Montana"
30043,G3000430,Jefferson County,Montana,"Jefferson County, Montana"
30045,G3000450,Judith Basin County,Montana,"Judith Basin County, Montana"
30047,G3000470,Lake County,Montana,"Lake County, Montana"
30049,G3000490,Lewis and Clark County,Montana,"Lewis and Clark County, Montana"
30051,G3000510,Liberty County,Montana,"Liberty County, Montana"
30053,G3000530,Lincoln County,Montana,"Lincoln County, Montana"
30055,G3000550,McCone County,Montana,"McCone County, Montana"
30057,G3000570,Madison County,Montana,"Madison County, Montana"
30059,G3000590,Meagher County,Montana,"Meagher County, Montana"
30061,G3000610,Mineral County,Montana,"Mineral County, Montana"
30063,G3000630,Missoula County,Montana,"Missoula County, Montana"
30065,G3000650,Musselshell County,Montana,"Musselshell County, Montana"
30067,G3000670,Park County,Montana,"Park County, Montana"
30069,G3000690,Petroleum County,Montana,"Petroleum County, Montana"
30071,G3000710,Phillips County,Montana,"Phillips County, Montana"
30073,G3000730,Pondera County,Montana,"Pondera County, Montana"
30075,G3000750,Powder River County,Montana,"Powder River County, Montana"
30077,G3000770,Powell County,Montana,"Powell County, Montana"
30079,G3000790,Prairie County,Montana,"Prairie County, Montana"
30081,G3000810,Ravalli County,Montana,"Ravalli County, Montana"
30083,G3000830,Richland County,Montana,"Richland County, Montana"
30085,G3000850,Roosevelt County,Montana,"Roosevelt County, Montana"
30087,G3000870,Rosebud County,Montana,"Rosebud County, Montana"
30089,G3000890,Sanders County,Montana,"Sanders County, Montana"
30091,G3000910,Sheridan County,Montana,"Sheridan County, Montana"
30093,G3000930,Silver Bow County,Montana,"Silver Bow County, Montana"
30095,G3000950,Stillwater County,Montana,"Stillwater County, Montana"
30097,G3000970,Sweet Grass County,Montana,"Sweet Grass County, Montana"
30099,G3000990,Teton County,Montana,"Teton County, Montana"
30101,G3001010,Toole County,Montana,"Toole County, Montana"
30103,G3001030,Treasure County,Montana,"Treasure County, Montana"
30105,G3001050,Valley County,Montana,"Valley County, Montana"
30107,G3001070,Wheatland County,Montana,"Wheatland County, Montana"
30109,G3001090,Wibaux County,Montana,"Wibaux County, Montana"
30111,G3001110,Yellowstone County,Montana,"Yellowstone County, Montana"
30113,G3001130,Yellowstone National Park,Montana,"Yellowstone National Park, Montana"
31001,G3100010,Adams County,Nebraska,"Adams County, Nebraska"
31003,G3100030,Antelope County,Nebraska,"Antelope County, Nebraska"
31005,G3100050,Arthur County,Nebraska,"Arthur County, Nebraska"
31007,G3100070,Banner County,Nebraska,"Banner County, Nebraska"
31009,G3100090,Blaine County,Nebraska,"Blaine County, Nebraska"
31011,G3100110,Boone County,Nebraska,"Boone County, Nebraska"
31013,G3100130,Box Butte County,Nebraska,"Box Butte County, Nebraska"
31015,G3100150,Boyd County,Nebraska,"Boyd County, Nebraska"
31017,G3100170,Brown County,Nebraska,"Brown County, Nebraska"
31019,G3100190,Buffalo County,Nebraska,"Buffalo County, Nebraska"
31021,G3100210,Burt County,Nebraska,"Burt County, Nebraska"
31023,G3100230,Butler County,Nebraska,"Butler County, Nebraska"
31025,G3100250,Cass County,Nebraska,"Cass County, Nebraska"
31027,G3100270,Cedar County,Nebraska,"Cedar County, Nebraska"
31029,G3100290,Chase County,Nebraska,"Chase County, Nebraska"
31031,G3100310,Cherry County,Nebraska,"Cherry County, Nebraska"
31033,G3100330,Cheyenne County,Nebraska,"Cheyenne County, Nebraska"
31035,G3100350,Clay County,Nebraska,"Clay County, Nebraska"
31037,G3100370,Colfax County,Nebraska,"Colfax County, Nebraska"
31039,G3100390,Cuming County,Nebraska,"Cuming County, Nebraska"
31041,G3100410,Custer County,Nebraska,"Custer County, Nebraska"
31043,G3100430,Dakota County,Nebraska,"Dakota County, Nebraska"
31045,G3100450,Dawes County,Nebraska,"Dawes County, Nebraska"
31047,G3100470,Dawson County,Nebraska,"Dawson County, Nebraska"
31049,G3100490,Deuel County,Nebraska,"Deuel County, Nebraska"
31051,G3100510,Dixon County,Nebraska,"Dixon County, Nebraska"
31053,G3100530,Dodge County,Nebraska,"Dodge County, Nebraska"
31055,G3100550,Douglas County,Nebraska,"Douglas County, Nebraska"
31057,G3100570,Dundy County,Nebraska,"Dundy County, Nebraska"
31059,G3100590,Fillmore County,Nebraska,"Fillmore County, Nebraska"
31061,G3100610,Franklin County,Nebraska,"Franklin County, Nebraska"
31063,G3100630,Frontier County,Nebraska,"Frontier County, Nebraska"
31065,G3100650,Furnas County,Nebraska,"Furnas County, Nebraska"
31067,G3100670,Gage County,Nebraska,"Gage County, Nebraska"
31069,G3100690,Garden County,Nebraska,"Garden County, Nebraska"
31071,G3100710,Garfield County,Nebraska,"Garfield County, Nebraska"
31073,G3100730,Gosper County,Nebraska,"Gosper County, Nebraska"
31075,G3100750,Grant County,Nebraska,"Grant County, Nebraska"
31077,G3100770,Greeley County,Nebraska,"Greeley County, Nebraska"
31079,G3100790,Hall County,Nebraska,"Hall County, Nebraska"
31081,G3100810,Hamilton County,Nebraska,"Hamilton County, Nebraska"
31083,G3100830,Harlan County,Nebraska,"Harlan County, Nebraska"
31085,G3100850,Hayes County,Nebraska,"Hayes County, Nebraska"
31087,G3100870,Hitchcock County,Nebraska,"Hitchcock County, Nebraska"
31089,G3100890,Holt County,Nebraska,"Holt County, Nebraska"
31091,G3100910,Hooker County,Nebraska,"Hooker County, Nebraska"
31093,G3100930,Howard County,Nebraska,"Howard County, Nebraska"
31095,G3100950,Jefferson County,Nebraska,"Jefferson County, Nebraska"
31097,G3100970,Johnson County,Nebraska,"Johnson County, Nebraska"
31099,G3100990,Kearney County,Nebraska,"Kearney County, Nebraska"
31101,G3101010,Keith County,Nebraska,"Keith County, Nebraska"
31103,G3101030,Keya Paha County,Nebraska,"Keya Paha County, Nebraska"
31105,G3101050,Kimball County,Nebraska,"Kimball County, Nebraska"
31107,G3101070,Knox County,Nebraska,"Knox County, Nebraska"
31109,G3101090,Lancaster County,Nebraska,"Lancaster County, Nebraska"
31111,G3101110,Lincoln County,Nebraska,"Lincoln County, Nebraska"
31113,G3101130,Logan County,Nebraska,"Logan County, Nebraska"
31115,G3101150,Loup County,Nebraska,"Loup County, Nebraska"
31117,G3101170,McPherson County,Nebraska,"McPherson County, Nebraska"
31119,G3101190,Madison County,Nebraska,"Madison County, Nebraska"
31121,G3101210,Merrick County,Nebraska,"Merrick County, Nebraska"
31123,G3101230,Morrill County,Nebraska,"Morrill County, Nebraska"
31125,G3101250,Nance County,Nebraska,"Nance County, Nebraska"
31127,G3101270,Nemaha County,Nebraska,"Nemaha County, Nebraska"
31129,G3101290,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
31131,G3101310,Otoe County,Nebraska,"Otoe County, Nebraska"
31133,G3101330,Pawnee County,Nebraska,"Pawnee County, Nebraska"
31135,G3101350,Perkins County,Nebraska,"Perkins County, Nebraska"
31137,G3101370,Phelps County,Nebraska,"Phelps County, Nebraska"
31139,G3101390,Pierce County,Nebraska,"Pierce County, Nebraska"
31141,G3101410,Platte County,Nebraska,"Platte County, Nebraska"
31143,G3101430,Polk County,Nebraska,"Polk County, Nebraska"
31145,G3101450,Red Willow County,Nebraska,"Red Willow County, Nebraska"
31147,G3101470,Richardson County,Nebraska,"Richardson County, Nebraska"
31149,G3101490,Rock County,Nebraska,"Rock County, Nebraska"
31151,G3101510,Saline County,Nebraska,"Saline County, Nebraska"
31153,G3101530,Sarpy County,Nebraska,"Sarpy County, Nebraska"
31155,G3101550,Saunders County,Nebraska,"Saunders County, Nebraska"
31157,G3101570,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
31159,G3101590,Seward County,Nebraska,"Seward County, Nebraska"
31161,G3101610,Sheridan County,Nebraska,"Sheridan County, Nebraska"
31163,G3101630,Sherman County,Nebraska,"Sherman County, Nebraska"
31165,G3101650,Sioux County,Nebraska,"Sioux County, Nebraska"
31167,G3101670,Stanton County,Nebraska,"Stanton County, Nebraska"
31169,G3101690,Thayer County,Nebraska,"Thayer County, Nebraska"
31171,G3101710,Thomas County,Nebraska,"Thomas County, Nebraska"
31173,G3101730,Thurston County,Nebraska,"Thurston County, Nebraska"
31175,G3101750,Valley County,Nebraska,"Valley County, Nebraska"
31177,G3101770,Washington County,Nebraska,"Washington County, Nebraska"
31179,G3101790,Wayne County,Nebraska,"Wayne County, Nebraska"
31181,G3101810,Webster County,Nebraska,"Webster County, Nebraska"
31183,G3101830,Wheeler County,Nebraska,"Wheeler County, Nebraska"
31185,G3101850,York County,Nebraska,"York County, Nebraska"
32001,G3200010,Churchill County,Nevada,"Churchill County, Nevada"
32003,G3200030,Clark County,Nevada,"Clark County, Nevada"
32005,G3200050,Douglas County,Nevada,"Douglas County, Nevada"
32007,G3200070,Elko County,Nevada,"Elko County, Nevada"
32009,G3200090,Esmeralda County,Nevada,"Esmeralda County, Nevada"
32011,G3200110,Eureka County,Nevada,"Eureka County, Nevada"
32013,G3200130,Humboldt County,Nevada,"Humboldt County, Nevada"
32015,G3200150,Lander County,Nevada,"Lander County, Nevada"
32017,G3200170,Lincoln County,Nevada,"Lincoln County, Nevada"
32019,G3200190,Lyon County,Nevada,"Lyon County, Nevada"
32021,G3200210,Mineral County,Nevada,"Mineral County, Nevada"
32023,G3200230,Nye County,Nevada,"Nye County, Nevada"
32027,G3200270,Pershing County,Nevada,"Pershing County, Nevada"
32029,G3200290,Storey County,Nevada,"Storey County, Nevada"
32031,G3200310,Washoe County,Nevada,"Washoe County, Nevada"
32033,G3200330,White Pine County,Nevada,"White Pine County, Nevada"
32510,G3205100,Carson City,Nevada,"Carson City, Nevada"
33001,G3300010,Belknap County,New Hampshire,"Belknap County, New Hampshire"
33003,G3300030,Carroll County,New Hampshire,"Carroll County, New Hampshire"
33005,G3300050,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
33007,G3300070,Coos County,New Hampshire,"Coos County, New Hampshire"
33009,G3300090,Grafton County,New Hampshire,"Grafton County, New Hampshire"
33011,G3300110,Hillsborough County,New Hampshire,"Hillsborough County, New Hampshire"
33013,G3300130,Merrimack County,New Hampshire,"Merrimack County, New Hampshire"
33015,G3300150,Rockingham County,New Hampshire,"Rockingham County, New Hampshire"
33017,G3300170,Strafford County,New Hampshire,"Strafford County, New Hampshire"
33019,G3300190,Sullivan County,New Hampshire,"Sullivan County, New Hampshire"
34001,G3400010,Atlantic County,New Jersey,"Atlantic County, New Jersey"
34003,G3400030,Bergen County,New Jersey,"Bergen County, New Jersey"
34005,G3400050,Burlington County,New Jersey,"Burlington County, New Jersey"
34007,G3400070,Camden County,New Jersey,"Camden County, New Jersey"
34009,G3400090,Cape May County,New Jersey,"Cape May County, New Jersey"
34011,G3400110,Cumberland County,New Jersey,"Cumberland County, New Jersey"
34013,G3400130,Essex County,New Jersey,"Essex County, New Jersey"
34015,G3400150,Gloucester County,New Jersey,"Gloucester County, New Jersey"
34017,G3400170,Hudson County,New Jersey,"Hudson County, New Jersey"
34019,G3400190,Hunterdon County,New Jersey,"Hunterdon County, New Jersey"
34021,G3400210,Mercer County,New Jersey,"Mercer County, New Jersey"
34023,G3400230,Middlesex County,New Jersey,"Middlesex County, New Jersey"
34025,G3400250,Monmouth County,New Jersey,"Monmouth County, New Jersey"
34027,G3400270,Morris County,New Jersey,"Morris County, New Jersey"
34029,G3400290,Ocean County,New Jersey,"Ocean County, New Jersey"
34031,G3400310,Passaic County,New Jersey,"Passaic County, New Jersey"
34033,G3400330,Salem County,New Jersey,"Salem County, New Jersey"
34035,G3400350,Somerset County,New Jersey,"Somerset County, New Jersey"
34037,G3400370,Sussex County,New Jersey,"Sussex County, New Jersey"
34039,G3400390,Union County,New Jersey,"Union County, New Jersey"
34041,G3400410,Warren County,New Jersey,"Warren County, New Jersey"
35001,G3500010,Bernalillo County,New Mexico,"Bernalillo County, New Mexico"
35003,G3500030,Catron County,New Mexico,"Catron County, New Mexico"
35005,G3500050,Chaves County,New Mexico,"Chaves County, New Mexico"
35006,G3500060,Cibola County,New Mexico,"Cibola County, New Mexico"
35007,G3500070,Colfax County,New Mexico,"Colfax County, New Mexico"
35009,G3500090,Curry County,New Mexico,"Curry County, New Mexico"
35011,G3500110,DeBaca County,New Mexico,"DeBaca County, New Mexico"
35013,G3500130,Dona Ana County,New Mexico,"Dona Ana County, New Mexico"
35015,G3500150,Eddy County,New Mexico,"Eddy County, New Mexico"
35017,G3500170,Grant County,New Mexico,"Grant County, New Mexico"
35019,G3500190,Guadalupe County,New Mexico,"Guadalupe County, New Mexico"
35021,G3500210,Harding County,New Mexico,"Harding County, New Mexico"
35023,G3500230,Hidalgo County,New Mexico,"Hidalgo County, New Mexico"
35025,G3500250,Lea County,New Mexico,"Lea County, New Mexico"
35027,G3500270,Lincoln County,New Mexico,"Lincoln County, New Mexico"
35028,G3500280,Los Alamos County,New Mexico,"Los Alamos County, New Mexico"
35029,G3500290,Luna County,New Mexico,"Luna County, New Mexico"
35031,G3500310,McKinley County,New Mexico,"McKinley County, New Mexico"
35033,G3500330,Mora County,New Mexico,"Mora County, New Mexico"
35035,G3500350,Otero County,New Mexico,"Otero County, New Mexico"
35037,G3500370,Quay County,New Mexico,"Quay County, New Mexico"
35039,G3500390,Rio Arriba County,New Mexico,"Rio Arriba County, New Mexico"
35041,G3500410,Roosevelt County,New Mexico,"Roosevelt County, New Mexico"
35043,G3500430,Sandoval County,New Mexico,"Sandoval County, New Mexico"
35045,G3500450,San Juan County,New Mexico,"San Juan County, New Mexico"
35047,G3500470,San Miguel County,New Mexico,"San Miguel County, New Mexico"
35049,G3500490,Santa Fe County,New Mexico,"Santa Fe County, New Mexico"
35051,G3500510,Sierra County,New Mexico,"Sierra County, New Mexico"
35053,G3500530,Socorro County,New Mexico,"Socorro County, New Mexico"
35055,G3500550,Taos County,New Mexico,"Taos County, New Mexico"
35057,G3500570,Torrance County,New Mexico,"Torrance County, New Mexico"
35059,G3500590,Union County,New Mexico,"Union County, New Mexico"
35061,G3500610,Valencia County,New Mexico,"Valencia County, New Mexico"
36001,G3600010,Albany County,New York,"Albany County, New York"
36003,G3600030,Allegany County,New York,"Allegany County, New York"
36005,G3600050,Bronx County,New York,"Bronx County, New York"
36007,G3600070,Broome County,New York,"Broome County, New York"
36009,G3600090,Cattaraugus County,New York,"Cattaraugus County, New York"
36011,G3600110,Cayuga County,New York,"Cayuga County, New York"
36013,G3600130,Chautauqua County,New York,"Chautauqua County, New York"
36015,G3600150,Chemung County,New York,"Chemung County, New York"
36017,G3600170,Chenango County,New York,"Chenango County, New York"
36019,G3600190,Clinton County,New York,"Clinton County, New York"
36021,G3600210,Columbia County,New York,"Columbia County, New York"
36023,G3600230,Cortland County,New York,"Cortland County, New York"
36025,G3600250,Delaware County,New York,"Delaware County, New York"
36027,G3600270,Dutchess County,New York,"Dutchess County, New York"
36029,G3600290,Erie County,New York,"Erie County, New York"
36031,G3600310,Essex County,New York,"Essex County, New York"
36033,G3600330,Franklin County,New York,"Franklin County, New York"
36035,G3600350,Fulton County,New York,"Fulton County, New York"
36037,G3600370,Genesee County,New York,"Genesee County, New York"
36039,G3600390,Greene County,New York,"Greene County, New York"
36041,G3600410,Hamilton County,New York,"Hamilton County, New York"
36043,G3600430,Herkimer County,New York,"Herkimer County, New York"
36045,G3600450,Jefferson County,New York,"Jefferson County, New York"
36047,G3600470,Kings County,New York,"Kings County, New York"
36049,G3600490,Lewis County,New York,"Lewis County, New York"
36051,G3600510,Livingston County,New York,"Livingston County, New York"
36053,G3600530,Madison County,New York,"Madison County, New York"
36055,G3600550,Monroe County,New York,"Monroe County, New York"
36057,G3600570,Montgomery County,New York,"Montgomery County, New York"
36059,G3600590,Nassau County,New York,"Nassau County, New York"
36061,G3600610,New York County,New York,"New York County, New York"
36063,G3600630,Niagara County,New York,"Niagara County, New York"
36065,G3600650,Oneida County,New York,"Oneida County, New York"
36067,G3600670,Onondaga County,New York,"Onondaga County, New York"
36069,G3600690,Ontario County,New York,"Ontario County, New York"
36071,G3600710,Orange County,New York,"Orange County, New York"
36073,G3600730,Orleans County,New York,"Orleans County, New York"
36075,G3600750,Oswego County,New York,"Oswego County, New York"
36077,G3600770,Otsego County,New York,"Otsego County, New York"
36079,G3600790,Putnam County,New York,"Putnam County, New York"
36081,G3600810,Queens County,New York,"Queens County, New York"
36083,G3600830,Rensselaer County,New York,"Rensselaer County, New York"
36085,G3600850,Richmond County,New York,"Richmond County, New York"
36087,G3600870,Rockland County,New York,"Rockland County, New York"
36089,G3600890,St. Lawrence County,New York,"St. Lawrence County, New York"
36091,G3600910,Saratoga County,New York,"Saratoga County, New York"
36093,G3600930,Schenectady County,New York,"Schenectady County, New York"
36095,G3600950,Schoharie County,New York,"Schoharie County, New York"
36097,G3600970,Schuyler County,New York,"Schuyler County, New York"
36099,G3600990,Seneca County,New York,"Seneca County, New York"
36101,G3601010,Steuben County,New York,"Steuben County, New York"
36103,G3601030,Suffolk County,New York,"Suffolk County, New York"
36105,G3601050,Sullivan County,New York,"Sullivan County, New York"
36107,G3601070,Tioga County,New York,"Tioga County, New York"
36109,G3601090,Tompkins County,New York,"Tompkins County, New York"
36111,G3601110,Ulster County,New York,"Ulster County, New York"
36113,G3601130,Warren County,New York,"Warren County, New York"
36115,G3601150,Washington County,New York,"Washington County, New York"
36117,G3601170,Wayne County,New York,"Wayne County, New York"
36119,G3601190,Westchester County,New York,"Westchester County, New York"
36121,G3601210,Wyoming County,New York,"Wyoming County, New York"
36123,G3601230,Yates County,New York,"Yates County, New York"
37001,G3700010,Alamance County,North Carolina,"Alamance County, North Carolina"
37003,G3700030,Alexander County,North Carolina,"Alexander County, North Carolina"
37005,G3700050,Alleghany County,North Carolina,"Alleghany County, North Carolina"
37007,G3700070,Anson County,North Carolina,"Anson County, North Carolina"
37009,G3700090,Ashe County,North Carolina,"Ashe County, North Carolina"
37011,G3700110,Avery County,North Carolina,"Avery County, North Carolina"
37013,G3700130,Beaufort County,North Carolina,"Beaufort County, North Carolina"
37015,G3700150,Bertie County,North Carolina,"Bertie County, North Carolina"
37017,G3700170,Bladen County,North Carolina,"Bladen County, North Carolina"
37019,G3700190,Brunswick County,North Carolina,"Brunswick County, North Carolina"
37021,G3700210,Buncombe County,North Carolina,"Buncombe County, North Carolina"
37023,G3700230,Burke County,North Carolina,"Burke County, North Carolina"
37025,G3700250,Cabarrus County,North Carolina,"Cabarrus County, North Carolina"
37027,G3700270,Caldwell County,North Carolina,"Caldwell County, North Carolina"
37029,G3700290,Camden County,North Carolina,"Camden County, North Carolina"
37031,G3700310,Carteret County,North Carolina,"Carteret County, North Carolina"
37033,G3700330,Caswell County,North Carolina,"Caswell County, North Carolina"
37035,G3700350,Catawba County,North Carolina,"Catawba County, North Carolina"
37037,G3700370,Chatham County,North Carolina,"Chatham County, North Carolina"
37039,G3700390,Cherokee County,North Carolina,"Cherokee County, North Carolina"
37041,G3700410,Chowan County,North Carolina,"Chowan County, North Carolina"
37043,G3700430,Clay County,North Carolina,"Clay County, North Carolina"
37045,G3700450,Cleveland County,North Carolina,"Cleveland County, North Carolina"
37047,G3700470,Columbus County,North Carolina,"Columbus County, North Carolina"
37049,G3700490,Craven County,North Carolina,"Craven County, North Carolina"
37051,G3700510,Cumberland County,North Carolina,"Cumberland County, North Carolina"
37053,G3700530,Currituck County,North Carolina,"Currituck County, North Carolina"
37055,G3700550,Dare County,North Carolina,"Dare County, North Carolina"
37057,G3700570,Davidson County,North Carolina,"Davidson County, North Carolina"
37059,G3700590,Davie County,North Carolina,"Davie County, North Carolina"
37061,G3700610,Duplin County,North Carolina,"Duplin County, North Carolina"
37063,G3700630,Durham County,North Carolina,"Durham County, North Carolina"
37065,G3700650,Edgecombe County,North Carolina,"Edgecombe County, North Carolina"
37067,G3700670,Forsyth County,North Carolina,"Forsyth County, North Carolina"
37069,G3700690,Franklin County,North Carolina,"Franklin County, North Carolina"
37071,G3700710,Gaston County,North Carolina,"Gaston County, North Carolina"
37073,G3700730,Gates County,North Carolina,"Gates County, North Carolina"
37075,G3700750,Graham County,North Carolina,"Graham County, North Carolina"
37077,G3700770,Granville County,North Carolina,"Granville County, North Carolina"
37079,G3700790,Greene County,North Carolina,"Greene County, North Carolina"
37081,G3700810,Guilford County,North Carolina,"Guilford County, North Carolina"
37083,G3700830,Halifax County,North Carolina,"Halifax County, North Carolina"
37085,G3700850,Harnett County,North Carolina,"Harnett County, North Carolina"
37087,G3700870,Haywood County,North Carolina,"Haywood County, North Carolina"
37089,G3700890,Henderson County,North Carolina,"Henderson County, North Carolina"
37091,G3700910,Hertford County,North Carolina,"Hertford County, North Carolina"
37093,G3700930,Hoke County,North Carolina,"Hoke County, North Carolina"
37095,G3700950,Hyde County,North Carolina,"Hyde County, North Carolina"
37097,G3700970,Iredell County,North Carolina,"Iredell County, North Carolina"
37099,G3700990,Jackson County,North Carolina,"Jackson County, North Carolina"
37101,G3701010,Johnston County,North Carolina,"Johnston County, North Carolina"
37103,G3701030,Jones County,North Carolina,"Jones County, North Carolina"
37105,G3701050,Lee County,North Carolina,"Lee County, North Carolina"
37107,G3701070,Lenoir County,North Carolina,"Lenoir County, North Carolina"
37109,G3701090,Lincoln County,North Carolina,"Lincoln County, North Carolina"
37111,G3701110,McDowell County,North Carolina,"McDowell County, North Carolina"
37113,G3701130,Macon County,North Carolina,"Macon County, North Carolina"
37115,G3701150,Madison County,North Carolina,"Madison County, North Carolina"
37117,G3701170,Martin County,North Carolina,"Martin County, North Carolina"
37119,G3701190,Mecklenburg County,North Carolina,"Mecklenburg County, North Carolina"
37121,G3701210,Mitchell County,North Carolina,"Mitchell County, North Carolina"
37123,G3701230,Montgomery County,North Carolina,"Montgomery County, North Carolina"
37125,G3701250,Moore County,North Carolina,"Moore County, North Carolina"
37127,G3701270,Nash County,North Carolina,"Nash County, North Carolina"
37129,G3701290,New Hanover County,North Carolina,"New Hanover County, North Carolina"
37131,G3701310,Northampton County,North Carolina,"Northampton County, North Carolina"
37133,G3701330,Onslow County,North Carolina,"Onslow County, North Carolina"
37135,G3701350,Orange County,North Carolina,"Orange County, North Carolina"
37137,G3701370,Pamlico County,North Carolina,"Pamlico County, North Carolina"
37139,G3701390,Pasquotank County,North Carolina,"Pasquotank County, North Carolina"
37141,G3701410,Pender County,North Carolina,"Pender County, North Carolina"
37143,G3701430,Perquimans County,North Carolina,"Perquimans County, North Carolina"
37145,G3701450,Person County,North Carolina,"Person County, North Carolina"
37147,G3701470,Pitt County,North Carolina,"Pitt County, North Carolina"
37149,G3701490,Polk County,North Carolina,"Polk County, North Carolina"
37151,G3701510,Randolph County,North Carolina,"Randolph County, North Carolina"
37153,G3701530,Richmond County,North Carolina,"Richmond County, North Carolina"
37155,G3701550,Robeson County,North Carolina,"Robeson County, North Carolina"
37157,G3701570,Rockingham County,North Carolina,"Rockingham County, North Carolina"
37159,G3701590,Rowan County,North Carolina,"Rowan County, North Carolina"
37161,G3701610,Rutherford County,North Carolina,"Rutherford County, North Carolina"
37163,G3701630,Sampson County,North Carolina,"Sampson County, North Carolina"
37165,G3701650,Scotland County,North Carolina,"Scotland County, North Carolina"
37167,G3701670,Stanly County,North Carolina,"Stanly County, North Carolina"
37169,G3701690,Stokes County,North Carolina,"Stokes County, North Carolina"
37171,G3701710,Surry County,North Carolina,"Surry County, North Carolina"
37173,G3701730,Swain County,North Carolina,"Swain County, North Carolina"
37175,G3701750,Transylvania County,North Carolina,"Transylvania County, North Carolina"
37177,G3701770,Tyrrell County,North Carolina,"Tyrrell County, North Carolina"
37179,G3701790,Union County,North Carolina,"Union County, North Carolina"
37181,G3701810,Vance County,North Carolina,"Vance County, North Carolina"
37183,G3701830,Wake County,North Carolina,"Wake County, North Carolina"
37185,G3701850,Warren County,North Carolina,"Warren County, North Carolina"
37187,G3701870,Washington County,North Carolina,"Washington County, North Carolina"
37189,G3701890,Watauga County,North Carolina,"Watauga County, North Carolina"
37191,G3701910,Wayne County,North Carolina,"Wayne County, North Carolina"
37193,G3701930,Wilkes County,North Carolina,"Wilkes County, North Carolina"
37195,G3701950,Wilson County,North Carolina,"Wilson County, North Carolina"
37197,G3701970,Yadkin County,North Carolina,"Yadkin County, North Carolina"
37199,G3701990,Yancey County,North Carolina,"Yancey County, North Carolina"
38001,G3800010,Adams County,North Dakota,"Adams County, North Dakota"
38003,G3800030,Barnes County,North Dakota,"Barnes County, North Dakota"
38005,G3800050,Benson County,North Dakota,"Benson County, North Dakota"
38007,G3800070,Billings County,North Dakota,"Billings County, North Dakota"
38009,G3800090,Bottineau County,North Dakota,"Bottineau County, North Dakota"
38011,G3800110,Bowman County,North Dakota,"Bowman County, North Dakota"
38013,G3800130,Burke County,North Dakota,"Burke County, North Dakota"
38015,G3800150,Burleigh County,North Dakota,"Burleigh County, North Dakota"
38017,G3800170,Cass County,North Dakota,"Cass County, North Dakota"
38019,G3800190,Cavalier County,North Dakota,"Cavalier County, North Dakota"
38021,G3800210,Dickey County,North Dakota,"Dickey County, North Dakota"
38023,G3800230,Divide County,North Dakota,"Divide County, North Dakota"
38025,G3800250,Dunn County,North Dakota,"Dunn County, North Dakota"
38027,G3800270,Eddy County,North Dakota,"Eddy County, North Dakota"
38029,G3800290,Emmons County,North Dakota,"Emmons County, North Dakota"
38031,G3800310,Foster County,North Dakota,"Foster County, North Dakota"
38033,G3800330,Golden Valley County,North Dakota,"Golden Valley County, North Dakota"
38035,G3800350,Grand Forks County,North Dakota,"Grand Forks County, North Dakota"
38037,G3800370,Grant County,North Dakota,"Grant County, North Dakota"
38039,G3800390,Griggs County,North Dakota,"Griggs County, North Dakota"
38041,G3800410,Hettinger County,North Dakota,"Hettinger County, North Dakota"
38043,G3800430,Kidder County,North Dakota,"Kidder County, North Dakota"
38045,G3800450,LaMoure County,North Dakota,"LaMoure County, North Dakota"
38047,G3800470,Logan County,North Dakota,"Logan County, North Dakota"
38049,G3800490,McHenry County,North Dakota,"McHenry County, North Dakota"
38051,G3800510,McIntosh County,North Dakota,"McIntosh County, North Dakota"
38053,G3800530,McKenzie County,North Dakota,"McKenzie County, North Dakota"
38055,G3800550,McLean County,North Dakota,"McLean County, North Dakota"
38057,G3800570,Mercer County,North Dakota,"Mercer County, North Dakota"
38059,G3800590,Morton County,North Dakota,"Morton County, North Dakota"
38061,G3800610,Mountrail County,North Dakota,"Mountrail County, North Dakota"
38063,G3800630,Nelson County,North Dakota,"Nelson County, North Dakota"
38065,G3800650,Oliver County,North Dakota,"Oliver County, North Dakota"
38067,G3800670,Pembina County,North Dakota,"Pembina County, North Dakota"
38069,G3800690,Pierce County,North Dakota,"Pierce County, North Dakota"
38071,G3800710,Ramsey County,North Dakota,"Ramsey County, North Dakota"
38073,G3800730,Ransom County,North Dakota,"Ransom County, North Dakota"
38075,G3800750,Renville County,North Dakota,"Renville County, North Dakota"
38077,G3800770,Richland County,North Dakota,"Richland County, North Dakota"
38079,G3800790,Rolette County,North Dakota,"Rolette County, North Dakota"
